author,published_at,updated_at,like_count,text,cyberbullying_type,label
@Orca_Bodhi,2025-02-28T20:18:21Z,2025-02-28T20:18:21Z,3,Trump and JD are HEROS.,"toxicity, threat",bullying
@exocole2774,2018-05-28T16:44:51Z,2018-05-28T16:44:51Z,0,Assholes never gave it back no one thinks it’s funny your just a dumbass someone will call the cops if you keep doing that,"toxicity, threat",bullying
@Oasisfilm123,2025-02-28T19:43:23Z,2025-02-28T19:43:23Z,0,"Y’all are mad, but Russia is the only other country that can compete with us militarily and trump rather keep it at peace then a ww!","toxicity, threat",bullying
@Kingmaker232,2024-06-30T09:05:46Z,2024-06-30T09:05:46Z,0,Anyone from july 2024 ?,non-toxic,non-bullying
@breadbaskets2772,2025-02-28T19:40:55Z,2025-02-28T19:40:55Z,0,Trump is a disgrace,"toxicity, threat",bullying
@Paniav2,2025-03-04T06:40:06Z,2025-03-04T06:40:06Z,0,Zelensky..feel remorseful,non-toxic,non-bullying
@sockpuppetbitme,2025-03-01T02:32:15Z,2025-03-01T02:32:15Z,3,Trump has no brain.,"toxicity, threat",bullying
@BritInItaly,2025-03-01T09:40:44Z,2025-03-01T09:40:44Z,0,Trump is the new evil white coloniser,"toxicity, threat",bullying
@MattyDon1,2024-02-14T21:59:53Z,2024-02-14T21:59:53Z,0,Diamonds whole family tree wanted a piece of him ( rightfully so),non-toxic,non-bullying
@ajaxon8071,2025-03-01T21:41:55Z,2025-03-01T21:41:55Z,1,"Trump the childish stupid dictator 😂😂😂 hes a terrible negitiator and diplomat.... worst ever president... not just American, in history.","toxicity, threat",bullying
@DanishKhan-b7c8z,2024-04-02T09:57:00Z,2024-04-02T09:57:00Z,1,Mister meet Bhai aap kahan per rahte ho aap batao Kahan per rahte ho main aata hun awaaz,non-toxic,non-bullying
@uttiyapal3751,2025-03-01T22:04:34Z,2025-03-01T22:04:34Z,0,"Zelensky, to has blown it. He said a cursed word to partners who paid, 350 Billion. And European thinks Trump is wrong . EU wants to US as a cash bank. 😒 And forget US and be disrespectful.","toxicity, identity_attack",bullying
@XXXTENTACIONFAN1234,2024-10-03T21:44:05Z,2024-10-03T21:44:05Z,0,W to all these parents/Gardiuns,non-toxic,non-bullying
@muhammadzidan6679,2025-03-01T18:54:29Z,2025-03-01T18:54:29Z,0,That&#39;s another lesson after King Abdullah...no one goes meet that fool (as his mother called him).,"toxicity, threat",bullying
@Benji2404,2025-01-20T16:30:00Z,2025-01-20T16:30:00Z,1,NIGHTFOXX,non-toxic,non-bullying
@andersmilterdalgaardsrense138,2025-03-05T16:42:26Z,2025-03-05T16:42:26Z,1,"Is Americans really this stupid to back a person like trump, as a president. Both trump and Vance is complete clowns…","toxicity, threat",bullying
@ercultore4287,2017-08-22T18:04:38Z,2017-08-22T18:04:38Z,0,Like per chi è italiano e lo guarda mentre caga,non-toxic,non-bullying
@Miziara007,2025-03-01T01:02:40Z,2025-03-01T01:02:40Z,1,"A Disgusting, Disgraceful, Disrespectful, Disastrous and Very Damaging public display of Total Arrogance by the supposed leader of the &#39;Free&#39; World Trump and his ignorant and egotistical bully sidekick Vance. What an absolutely disgraceful way to treat another head of state of a supposed ally fighting a long and brutal war against Putin, the Pariah leader of a very powerful state; and all because they, their friends and backers as well as Putin and his cronies, want to cut a deal to get their greedy hands on Ukraine&#39;s mineral resources for decades to come. No different from the so called &#39;Riviera&#39; that they say they want to turn Gaza into by ethnic cleansing it of Palestinians, stealing their homeland and natural resources, dumping the problem and 2 million displaced people on neighbouring countries and, once again, all because they want to get their hands on the oil and gas off the coast of Gaza and actually turn Gaza into a massive oil &amp; gas terminal.","toxicity, threat",bullying
@hakimakbary65,2025-02-28T22:46:57Z,2025-02-28T22:46:57Z,0,Trump “I don’t know if Putin broke deals with others!” <br><br>That idiot lies. He knows Putin broke the deals. Stupid to trust a person who has betrayed previous deal.,"toxicity, threat",bullying
@JJ82IOE,2025-03-02T11:03:00Z,2025-03-02T11:03:00Z,0,"Humour the ignorant here please, what is the rhetoric from the White House on this?","toxicity, threat",bullying
@arshaaghakhani6341,2024-03-26T17:17:46Z,2024-03-26T17:17:46Z,6,Enyone here from 2030?,non-toxic,non-bullying
@anjalisingh-mg4or,2018-08-01T07:49:31Z,2018-08-01T07:50:30Z,0,Liar.....enactment ? U say u were doing poses?????? What a script..................son of a director,"toxicity, threat",bullying
@voquangvinhknifethancanchi5825,2017-12-27T13:09:32Z,2017-12-27T13:09:32Z,0,Troll mất dạy có ai vn ko,"toxicity, threat",bullying
@RadGears,2025-03-02T19:49:46Z,2025-03-02T19:49:46Z,0,"It&#39;s a dire time and I can say it&#39;s all act. What happens behind the camera nothing what we see here. There are no sides. All of these are manipulative, war-waging, power-hungry clowns who exploit us...","toxicity, threat",bullying
@mohammedmudassir4204,2020-01-15T14:34:03Z,2020-01-15T14:34:03Z,0,Bloody fucker arnab,"toxicity, identity_attack, threat",bullying
@mathiashansen7594,2017-03-21T18:34:16Z,2017-03-21T18:34:16Z,0,This suck,"toxicity, identity_attack, threat",bullying
@Nevergonnagiveyouup-AK47,2024-11-11T21:55:01Z,2024-11-11T21:55:01Z,0,Yeah these people are going to hell😂💀,toxicity,bullying
@pranalitupare3699,2019-02-19T15:05:30Z,2019-02-19T15:05:30Z,0,"Shut up yar gree, your mistaken","toxicity, threat",bullying
@rosalindas9605,2024-09-15T20:44:45Z,2024-09-15T20:44:45Z,2,Camilaaaaaaaaaaaaaaa te amo,non-toxic,non-bullying
@Brosama_,2017-03-24T02:32:35Z,2017-03-24T02:32:35Z,0,This isn&#39;t funny. You guys are just being jerks,"toxicity, threat",bullying
@rahimhasan5061,2024-03-13T10:23:28Z,2024-03-13T10:23:28Z,0,😂😂,non-toxic,non-bullying
@alexkun2635,2024-06-04T06:22:40Z,2024-06-04T06:22:40Z,1,"Bro, life feels faster, I thought it was squid game years ago, but it turns out it was 2 years ago😢",non-toxic,non-bullying
@luhvisdekey2589,2025-03-01T03:56:31Z,2025-03-01T03:56:31Z,2,Sniff. Give me money. Sniff. Sniff.,non-toxic,non-bullying
@mattnoel2447,2025-03-01T00:44:36Z,2025-03-01T00:44:36Z,0,"Seeing all the comments from upset, angry, disappointed Americans over this NOW is the time to act, so take action!  Circumvent Trump&#39;s intentions - donate directly to Ukraine, undermine Trump&#39;s authority at every opportunity, express your outrage to your representatives in the strongest terms possible and spread the truth of Ukraine&#39;s plight of being victimised by Putin&#39;s fascist regime.",non-toxic,non-bullying
@manumishra2206,2025-03-01T10:11:52Z,2025-03-01T10:11:52Z,0,Trump should have punched this Zelensky clown on his face<br><br>This zelensky is moron and a clown😅😅😅<br><br>All he wants is US money in the form of aid and enjoy his life<br><br>He is corrupt as hell,"toxicity, threat",bullying
@X_NERF,2025-03-07T12:21:42Z,2025-03-07T12:21:42Z,0,He said stupid,"toxicity, threat",bullying
@paullentz1972,2024-03-26T00:26:36Z,2024-03-26T00:26:36Z,0,Those two brothers in the last video really got their licks and kicks in on the murderer.,toxicity,bullying
@Basiliokarani,2025-02-28T23:15:54Z,2025-02-28T23:15:54Z,18,This was EMBARRASSING ASF!!,non-toxic,non-bullying
@artvampire5421,2025-03-05T12:12:54Z,2025-03-05T12:12:54Z,0,Trump is a idiot,"toxicity, threat",bullying
@randenii,2025-03-03T20:53:04Z,2025-03-03T20:53:04Z,1,Is this how a president of the U.S acts ? Pathetic,"toxicity, threat",bullying
@jessicadaniele3641,2021-11-27T06:56:14Z,2021-11-27T06:56:14Z,8,"sensationalist report, 🤮 Hrithik is one of the best actor in India so of course he will need to face many horrible things his life from people trying to take advantage on his fame.",non-toxic,non-bullying
@thekaliko,2024-05-09T20:47:28Z,2024-05-09T20:47:28Z,0,I&#39;m sure they are shredding that bigot bitch in prison. he never knew there was so much BBD in the universe!,"toxicity, identity_attack, threat",bullying
@userMozambique,2025-03-01T16:52:15Z,2025-03-01T16:52:15Z,0,Ukraine killed your own people in eastern Ukraine,non-toxic,non-bullying
@raimontorio1096,2017-08-31T14:06:21Z,2017-08-31T14:06:21Z,0,YOU ARE HEARTLESS GO TO HELL,"toxicity, threat",bullying
@Tikimohn,2025-03-01T05:51:12Z,2025-03-01T05:51:12Z,1,Trump is a commie loving coward.,"toxicity, threat",bullying
@Scopes_69,2025-06-16T12:39:27Z,2025-06-16T12:39:27Z,7,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=381"">6:21</a> mrbeast said 6 7",non-toxic,non-bullying
@unknowndaddy4587,2025-03-01T09:42:55Z,2025-03-01T09:42:55Z,1,Why tf trump is talking to this idiot just cut his country in half. What is he gonna do about it 😂 other than crying on media,"toxicity, threat",bullying
@greo909,2025-02-28T21:17:35Z,2025-02-28T21:17:35Z,0,Fecking two babies. Time to remove this cancer,"toxicity, sexual_explicit",bullying
@ManariKitchen,2024-12-19T05:11:05Z,2024-12-19T05:11:05Z,1,Great,non-toxic,non-bullying
@thewarmaid6198,2024-02-15T01:21:37Z,2024-02-15T01:21:37Z,0,Fuck morals,"toxicity, identity_attack, threat",bullying
@EverythingEditShorts,2025-03-01T01:13:01Z,2025-03-01T01:13:01Z,2,This is ridiculous. Trump and JD are acting like 5 year olds in the schoolyard trying to act like bullies and teaming up with them (Russia). They&#39;re abandoning their precious allies to dictators like Putin.,"toxicity, threat",bullying
@JonoConstantini,2025-03-02T18:33:10Z,2025-03-02T18:37:26Z,4,52% of American voters should be so ashamed right now for voting this monkey into office.,"toxicity, threat",bullying
@basicallykratos7741,2020-05-20T01:15:40Z,2020-05-20T01:15:40Z,0,YOO THIS VID IS SUPER FUNNy EVEN KNOW THAT&#39;s crazy,toxicity,bullying
@deepmania81,2025-02-28T19:23:12Z,2025-02-28T19:23:12Z,0,"Just a movie scene, we all know they wouldn&#39;t fight infront of the cameras if it was a real fight",non-toxic,non-bullying
@vlogswithsanandvas4011,2020-10-03T03:57:09Z,2020-10-03T03:57:09Z,1,Asshole,"toxicity, threat",bullying
@leehargreaves7473,2025-03-01T11:38:27Z,2025-03-01T11:38:27Z,0,"Russia, China, North Korea.  Three countries whose sworn aim is to destroy the USA and democracy.  Here we have Donald Trump clearly aligning with those countries.<br>When will his MAGA cultists realise that Trump is a traitor?<br>As for the democratic West .... here is a clear warning.  Trump will always align with Putin against us.  I don&#39;t know what Putin has on Trump but Trump never stops sucking the guy&#39;s d***.","toxicity, identity_attack",bullying
@shirinnazari4519,2025-03-25T18:40:16Z,2025-03-25T18:40:16Z,29,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=43"">0:43</a> ITS CG5",non-toxic,non-bullying
@VICKY-if4ov,2025-03-01T09:35:46Z,2025-03-01T09:35:46Z,1,Clown Zelensky,"toxicity, threat",bullying
@ndgprasad,2025-03-01T03:51:53Z,2025-03-01T03:51:53Z,0,Joker always a joker.,non-toxic,non-bullying
@lalyangduyu9817,2019-10-06T17:08:40Z,2019-10-06T17:08:40Z,0,He looks like Bradley Cooper 🤔,non-toxic,non-bullying
@niuryx,2025-02-26T20:31:50Z,2025-02-26T20:31:50Z,2,Hola 781 millones de personas,non-toxic,non-bullying
@kimeschris,2018-08-01T05:27:29Z,2018-08-01T05:27:29Z,0,u did that just to steal or is scriped,non-toxic,non-bullying
@ponudey7704,2018-05-18T10:29:35Z,2018-05-18T10:29:35Z,0,what the hell for only you pepol they face truble idiot youtubers,"toxicity, threat",bullying
@Bober-hh5ki,2025-04-21T19:19:23Z,2025-04-21T19:19:47Z,4,I am Ukrainian and no lies I hate my president if he didn&#39;t become a president and our past president signed the deal nothing would happen no people would die and we would live in peace,non-toxic,non-bullying
@michaelnielsen7827,2025-02-28T19:20:41Z,2025-02-28T19:20:41Z,0,The whole time - Trump  sits on Putins laps like a little b*tch saying: am i a good puppy? vuf vuf,"toxicity, identity_attack, threat",bullying
@lukaspiskur9208,2025-03-02T22:21:33Z,2025-03-02T22:21:33Z,0,Seems like it&#39;s inpossible to stop ww3. The sad part is: it started all with the &quot;Vertrag von Versail&quot; Whinston Churchill said. But he was very intelligent. Trump is a stupid idiot who forgot his roots. He only knows where his money is comeing from: Russia like in the early 90s.,"toxicity, threat",bullying
@john-pauljones9416,2025-02-28T21:02:04Z,2025-02-28T21:02:04Z,0,My god I&#39;m glad I&#39;m not American because this Russian nutcase is ruining it. Get Putins mayonnaise out of your mouth for goodness sake 😡,"toxicity, threat",bullying
@xezeen,2017-11-04T11:07:30Z,2017-11-04T11:07:30Z,0,did you gave the stuff back?,non-toxic,non-bullying
@tiantianzhang4983,2025-03-01T06:04:46Z,2025-03-01T06:04:46Z,0,"JD Vance is too impulsive, I can see his political career won&#39;t last long, and he&#39;s very immature.","toxicity, threat",bullying
@bennettfrancis8970,2025-01-28T19:30:44Z,2025-01-28T19:30:44Z,0,Trump stop threatening we don&#39;t care a shit of what you think.<br>They don&#39;t need US.<br>We want the $ should be backed by GOLD.<br>Not just print print print<br>This man is an idiot,"toxicity, identity_attack, threat",bullying
@ThePresidentGuy1732,2025-03-02T17:10:18Z,2025-03-02T17:10:18Z,7,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=56"">0:56</a> 001!!!",non-toxic,non-bullying
@Lootshark23,2025-03-01T01:17:21Z,2025-03-01T01:17:21Z,0,Balls,toxicity,bullying
@HuleguKhan-z2n,2025-03-01T07:24:51Z,2025-03-01T07:24:51Z,1,There is no chance that Zelensky wants peace because he an evil criminal Jew.,"toxicity, threat",bullying
@pareshkumarparmar3869,2019-10-12T20:45:30Z,2019-10-12T20:45:30Z,0,Mental journalist,"toxicity, threat",bullying
@gagantamang2115,2025-03-01T10:16:25Z,2025-03-01T10:16:25Z,0,If Zelensky do not want  peace  then Trump  will throw him behind bar and interim government  will reform in Ukraine  and peace  processes will go ahead let&#39;s see.because there are many opposition Leaders doesn&#39;t  like Jelensk&#39;s corruption  government and many opposition Leaders are in jail also,non-toxic,non-bullying
@Владимир-т8р5ж,2025-02-28T21:18:22Z,2025-02-28T21:18:22Z,3,"Trump is a coward, on meeting with Putin he will lick his boot.","toxicity, threat",bullying
@NotmyRealname-r1z,2025-03-03T04:35:17Z,2025-03-03T04:35:17Z,1,"Trump is a lunatic. Japan, Korea, Australia, and Europe need to become militarily independent NOW.","toxicity, threat",bullying
@manna2290,2025-02-28T22:10:08Z,2025-02-28T22:10:08Z,0,Should be 1 to 1,non-toxic,non-bullying
@jonstearnes7476,2024-01-29T22:34:38Z,2024-01-29T22:34:38Z,0,bullcrap he should of not gotten jail time for punching a baby killer,toxicity,bullying
@gabybarbosa4751,2018-02-22T02:56:57Z,2018-02-22T02:56:57Z,0,WTF,"toxicity, identity_attack",bullying
@igaming8755,2024-06-30T08:39:33Z,2024-06-30T08:39:33Z,1,Hello mister bin mujhe 1 lakh dollar de do,non-toxic,non-bullying
@Sinner85,2025-02-28T21:15:00Z,2025-02-28T21:15:00Z,3,Ukrainians are DOOMED,toxicity,bullying
@RijwanHussain-q8c,2024-03-09T15:51:37Z,2024-03-09T15:51:37Z,0,New subscriber,non-toxic,non-bullying
@keystonslater3774,2025-05-28T04:46:55Z,2025-05-28T04:46:55Z,0,"You really think Russia and China can beat USA, Japan, South Korea, Europe and Australia? LOL Whats India going to do. Sit on the fence as they like Russia but not so much China.",non-toxic,non-bullying
@shivali4111,2025-03-04T14:52:08Z,2025-03-04T14:52:08Z,1,What a rubbish leader Zelensky is..... Sounds like some old drunk man,"toxicity, threat",bullying
@nancyfriedemann2648,2025-03-03T15:30:05Z,2025-03-03T15:30:05Z,0,What a horrendous president we have.  The disrespect to Zelensky is shameful.,"toxicity, threat",bullying
@Ednaapare,2018-04-04T00:20:56Z,2018-04-04T00:20:56Z,0,Kksks,non-toxic,non-bullying
@PaulWood-o7r,2025-03-04T16:47:38Z,2025-03-04T16:47:38Z,0,"The losers in this game are the UK, We are backing the Ukrainian president and endangering our country starmer is a moron and needs to be sacked.","toxicity, threat",bullying
@DrywallJordan,2025-02-06T15:52:30Z,2025-02-06T15:52:30Z,0,🎉🎉🎉🎉🎉🎉,non-toxic,non-bullying
@livbrierley4279,2018-08-15T17:23:12Z,2018-08-15T17:23:12Z,0,I wish one of them heeled him in the face under the bench 😏,"toxicity, sexual_explicit",bullying
@KingBrockk,2025-01-04T19:59:43Z,2025-01-04T19:59:43Z,1,Season 2!!!,non-toxic,non-bullying
@PP-cy9ie,2020-08-16T06:18:07Z,2020-08-16T06:18:07Z,0,How come this flop character &#39;Dino Morya&#39; is a must participant at every damn party where scandals happen?,"toxicity, identity_attack, threat",bullying
@kayowem,2025-03-05T20:50:23Z,2025-03-05T20:50:23Z,0,Trump is pro Putin,non-toxic,non-bullying
@許閔翔-i5r,2024-11-21T21:15:32Z,2024-11-21T21:15:32Z,0,早安  希望 韓國女明星(秀智) 和 (潤娥) 可以嫁個好男人 一輩子幸福+428（每天情人節快樂）,non-toxic,non-bullying
@monikarumianek9945,2025-02-28T21:14:12Z,2025-02-28T21:14:12Z,3,Ridiculous,"toxicity, threat",bullying
@rohitshine989,2025-05-12T05:49:42Z,2025-05-12T05:49:42Z,0,Zelensky is right here ok,non-toxic,non-bullying
@khairulislambappy5726,2024-02-16T22:44:02Z,2024-02-16T22:44:02Z,1,🫡,non-toxic,non-bullying
@HappyDachshund-zb6zh,2025-01-13T08:27:56Z,2025-01-13T08:27:56Z,0,Lets repent all of our sins,non-toxic,non-bullying
@BunjaminTerziu,2025-02-28T20:07:51Z,2025-02-28T20:07:51Z,1,I mean WHAT THE HELL!!!!,toxicity,bullying
@MrSimonwref,2025-03-01T18:04:22Z,2025-03-01T18:04:22Z,3,Embarrassing bully,"toxicity, threat",bullying
@alexbrown975,2025-03-01T16:14:34Z,2025-03-01T16:14:34Z,0,Welcome to modern politics. Its almost as embarrassing as our PMQs.,non-toxic,non-bullying
@suelawson1694,2025-03-04T13:31:22Z,2025-03-04T13:31:22Z,0,How bloody rude are these Americans they just bulling a man whose going through he&#39;ll. For gods sake let the man speak. 😡😡😡,"toxicity, identity_attack",bullying
@daviesp2003,2025-02-28T19:46:50Z,2025-02-28T19:46:50Z,0,Ja ja that clown deserves to go to jail for killing his people,"toxicity, threat, sexual_explicit",bullying
@michipe6712,2024-02-03T22:02:21Z,2024-02-03T22:02:49Z,0,"<a href=""https://www.youtube.com/watch?v=FE2In6NKRN4&amp;t=1299"">21:39</a> aint nobody gonna talk about how dope he jumped over that boarder? What a fucking chad","toxicity, identity_attack, threat",bullying
@dukkhobilash9418,2025-03-03T12:27:57Z,2025-03-03T12:27:57Z,1,Trump is disgraceful.,"toxicity, threat",bullying
@jmercader,2025-02-28T21:53:02Z,2025-02-28T21:53:02Z,0,America is disgusting at the moment,"toxicity, threat",bullying
@jpateluk77,2020-08-30T23:00:00Z,2020-08-30T23:00:00Z,0,Bastard roshan,"toxicity, threat",bullying
@rindudendam926,2025-03-01T14:08:53Z,2025-03-01T14:08:53Z,0,dont argue with a dumb person or be two dumb persons. just leave him.🙏😊,"toxicity, threat",bullying
@lvstjonnellfaith,2024-08-28T18:21:47Z,2024-08-28T18:21:47Z,0,The amount of protection these criminals have is crazy,"toxicity, threat",bullying
@antopot,2024-04-23T14:55:47Z,2024-04-23T14:55:47Z,2,600 Million people have seen this masterpiece! CRAZY,"toxicity, threat",bullying
@cstanleygeorge7243,2020-08-30T13:37:26Z,2020-08-30T13:37:26Z,2,He is a drug addict,"toxicity, threat",bullying
@desouza3950,2018-07-02T01:56:41Z,2018-07-02T01:56:41Z,0,fack,"toxicity, identity_attack",bullying
@DrumToTheBassWoop,2025-02-28T19:18:48Z,2025-02-28T19:19:06Z,1,"Zelensky needs to stay in Europe and just shore up support, America is a lost cause.",non-toxic,non-bullying
@ubzj1645,2025-03-01T21:50:50Z,2025-03-01T21:50:50Z,1,"They probly did all that for show then when the media left, trump went &quot; let&#39;s get serious&quot;",non-toxic,non-bullying
@vasilbachev6592,2025-03-02T22:33:12Z,2025-03-02T22:33:12Z,0,Wow hi is acting like all the world owes something to his country! Did he threaten the USA?!?! They were fighting with no help from the very beginning ?!?! Can someone prevent his drug dealer from supplying him please!?!?,non-toxic,non-bullying
@UG3DBoss-54,2025-03-01T03:36:30Z,2025-03-01T03:36:30Z,0,"In some ways Zelensky is wrong, but however for President Trump to be telling Zelensky to be more thankful is ridiculous!…. America literally is the sole purpose this war started, that isn’t Trump’s fault. But neither is it Zelensky’s. It’s America who pushed for them to join NATO, Putin stated literally. “If you do that, I have no choice but to protect my land”. Now, thousands of people are dead. And the end result is Ukraine will NOT join NATO. So what was the war for?…. 🤷🏽‍♂️…. Pointless.","toxicity, threat",bullying
@jjglazed4852,2025-03-01T12:37:58Z,2025-03-01T12:37:58Z,0,Pretty disgusting how liberal media has cut these clips up 😂,toxicity,bullying
@tiago-games77,2025-05-06T22:19:53Z,2025-05-06T22:19:53Z,1,"<a href=""https://www.youtube.com/watch?v=0e3GPea1Tyg&amp;t=5"">0:05</a> brawl stars ??",non-toxic,non-bullying
@stevehoward3049,2017-12-30T17:12:31Z,2017-12-30T17:12:31Z,0,I see a lawsuit coming your way if you keep this up.,non-toxic,non-bullying
@fresh6993,2025-03-06T08:54:26Z,2025-03-06T08:54:26Z,1,"They put that comedian in his place. He is so spoilt, ungrateful, and self-entitled warmonger. God bless Trump.",toxicity,bullying
@Oyun_ve_film,2025-03-08T18:03:47Z,2025-03-08T18:03:47Z,0,Türk var mı,non-toxic,non-bullying
@許閔翔-i5r,2024-02-07T12:03:44Z,2024-02-07T12:03:44Z,1,晚安  希望 韓國女明星(秀智) 和 (潤娥) 可以嫁個好男人 一輩子幸福+143,non-toxic,non-bullying
@maksudabegum2849,2025-04-01T06:35:31Z,2025-04-01T06:35:31Z,1,HAPPY 1 BILLION VIEWERS MRBEAST(early),non-toxic,non-bullying
@dhirajjoshi5190,2025-03-01T08:17:55Z,2025-03-01T08:17:55Z,2,This is true face of America.,non-toxic,non-bullying
@mr.touchdown8677,2024-10-26T19:22:41Z,2024-10-26T19:22:41Z,1,Who is Sinwar?????? 😂😂😂😂😂😂😂,non-toxic,non-bullying
@yurinabiullin1208,2025-03-01T08:14:01Z,2025-03-01T08:28:56Z,0,Ze lies everytime when he talks about Russia&#39;s attitude in this war. All that Russia needs is  friendly country at its border. No need to invade Poland and other EU counties. Why?  This is very stupid childish accusation.,"toxicity, threat",bullying
@kingkeeper99,2025-02-28T20:27:39Z,2025-02-28T20:27:39Z,1,"Both Trump and its minion are blabbering accusations, can&#39;t even stand silent and listen to an answer. <br><br>They&#39;re mad at Zelensky because they&#39;re stuck at a political campaign and believe Zelensky represents his opposition. ¿Are they talking about the democrats on a reunion with Ukraine&#39;s president or are they dealing peace? <br><br>Putin must be laughing right now, he probably founded these clowns.","toxicity, threat",bullying
@OwkezWog,2025-02-28T21:28:53Z,2025-02-28T21:28:53Z,0,And this human being was going to make America great again?😅 Old ugly clown,"toxicity, threat",bullying
@ashb8068,2025-03-01T05:36:36Z,2025-03-01T05:36:36Z,1,"Young men voted for this. Their brains do not develop until they reach 30. This is why they could not see what everyone else in the world could see, that this man and all the men around him are psychopath’s.","toxicity, threat",bullying
@aashishrana1853,2017-10-09T07:37:17Z,2017-10-09T07:37:17Z,0,"pta nhi kon sacha hai, kon jhuta hai par ek baar in dono ko aamne samne bitha kr tv par dikhao to hum kisi conclusion par pahunche aur TRP bhi bahut aayegi.",non-toxic,non-bullying
@kawanarlongkz6085,2024-07-16T19:56:18Z,2024-07-16T19:56:18Z,0,INDONESIA SAPATAU BISA IKUT GAME DISANA,non-toxic,non-bullying
@pczrrr,2017-06-11T14:19:37Z,2017-06-11T14:19:37Z,0,100% legit,non-toxic,non-bullying
@mariamajeed5037,2025-05-02T00:04:23Z,2025-05-02T00:04:23Z,2,Yohohohoho,non-toxic,non-bullying
@princemalik6898,2025-02-28T23:16:12Z,2025-02-28T23:16:12Z,9,Zelensky is like a bussinessman who is actually begger nothing he is having and dealing with a rich bussinessman 😂😂<br>Trump is like get lost from here begger,"toxicity, threat",bullying
@maddog8356,2017-09-04T12:15:19Z,2017-09-04T12:15:19Z,0,Total bullshit video.,"toxicity, identity_attack",bullying
@BodesSecret,2024-07-13T18:39:30Z,2024-07-13T18:39:30Z,6,1 in every 12 people have seen this video. Your popularity is insane.,toxicity,bullying
@Artursamvelyan-ny9zk,2025-03-01T11:56:16Z,2025-03-01T11:56:16Z,0,Man America is embarrassing,toxicity,bullying
@raimontorio1096,2017-08-31T14:06:21Z,2017-08-31T14:06:21Z,0,YOU ARE HEARTLESS GO TO HELL,"toxicity, threat",bullying
@anitaphillips5403,2025-03-07T05:07:45Z,2025-03-07T05:07:45Z,1,"I can’t believe the fucken United States loves fuckin Trump, WTF!!!!","toxicity, identity_attack, threat",bullying
@EmirŞahin-h4f,2025-03-30T22:16:38Z,2025-03-30T22:16:38Z,0,İngilizce olduğunu biliyorum biri sen konuşuyormuşsun gibi yapıyor çünkü bir tane,non-toxic,non-bullying
@T88theGreat1,2024-05-08T21:20:32Z,2024-05-08T21:20:32Z,0,🤣🤡🤣🤡🤣🤡 nice clown video,"toxicity, threat",bullying
@Christianoronaldo321,2025-03-01T23:52:42Z,2025-03-01T23:52:42Z,0,Wtf😂,"toxicity, identity_attack",bullying
@authenticlife2223,2025-03-01T03:15:02Z,2025-03-01T03:15:02Z,0,Trump is a bully!!! Both these idiots are a shame to the US!,"toxicity, threat",bullying
@sandralester9706,2025-01-29T13:34:00Z,2025-01-29T13:34:00Z,0,Trump is an embarrassment to the world. Nobody and I do scream. NOBODY gives a damn about Trump. Tell him to get some of these homeless people of the streets of the USA. Trump does nothing but mass distractions. He&#39;s an idiot,"toxicity, threat",bullying
@Mirnaloves,2025-03-01T01:16:26Z,2025-03-01T01:16:26Z,0,HOW DARE ZELENSKI THREATEN AMERICANS?!!!,non-toxic,non-bullying
@akshatjaiswal7557,2021-01-17T13:32:04Z,2021-01-17T13:32:04Z,531,To the people who is saying against HRITHIK in this comment section...<br>WHERE ARE YOU GUYS NOW WHEN GOSWAAMI&#39;S WHATSAPP CHAT IS LEAKED........AND THERE HE SAYS KANGANA IS MENTALLY SICK.,"toxicity, threat",bullying
@giiwedinbinesmartin4315,2017-11-13T02:06:22Z,2017-11-13T02:06:22Z,0,Savage,non-toxic,non-bullying
@adamplayz5929,2025-02-28T19:23:21Z,2025-02-28T19:23:21Z,0,"There goes relations between ukraine and America, these two clowns (Vance and trump) are trying to bully him into submission, it’s pathetic, the only winners? Russia and China","toxicity, threat",bullying
@kruthanthvijay9647,2017-08-19T04:29:19Z,2017-08-19T04:29:19Z,0,They are so engrossed in phone,non-toxic,non-bullying
@shawnaschneider7572,2025-03-02T10:54:11Z,2025-03-02T10:54:11Z,0,Trump is this the devil,"toxicity, threat",bullying
@fuzzydunlop7154,2025-02-28T22:28:05Z,2025-02-28T22:28:05Z,0,Imagine Putin&#39;s face when he sees this...,non-toxic,non-bullying
@hunter21331,2025-03-01T05:02:04Z,2025-03-01T05:02:04Z,0,😂😂😂😂,non-toxic,non-bullying
@devandraefes5837,2025-03-02T11:29:04Z,2025-03-02T11:29:04Z,0,Theatre. Total clown show at this point. 3 actors. It’s The world wrestling show at this point.,"toxicity, threat",bullying
@woutuytdewilligen9945,2025-02-28T20:21:33Z,2025-02-28T20:21:33Z,0,That orange man and his wannabe handpuppet are a disgrace.,"toxicity, threat",bullying
@Daniel74246,2025-05-29T17:52:00Z,2025-05-29T17:52:00Z,7,Happy 800 million 🎉,non-toxic,non-bullying
@thongtam8795,2024-06-21T06:46:56Z,2024-06-21T06:46:56Z,0,I from Vietnam&#39;s,non-toxic,non-bullying
